,total_time,fire_size
4163,0 days 20:02:00,1279.0
4164,0 days 15:15:00,1346.0
4165,4 days 01:37:00,6074.0
4166,2 days 17:35:00,7010.0
4167,22 days 17:56:00,38124.0
4168,22 days 17:54:00,1500.0
4169,2 days 16:56:00,4333.0
4170,2 days 04:50:00,2231.7
4171,2 days 03:55:00,2016.6
4172,5 days 02:45:00,3977.5
4173,1 days 07:40:00,2629.5
4174,27 days 13:47:00,8282.0
4175,4 days 04:49:00,3105.6
4176,17 days 01:05:00,10629.5
4177,0 days 22:15:00,1994.2
4178,3 days 01:46:00,9041.4
4179,8 days 12:15:00,6084.0
4180,17 days 16:10:00,4393.4
4181,17 days 06:38:00,2828.0
4182,5 days 04:45:00,1634.5
4183,5 days 06:18:00,16312.0
4184,3 days 03:41:00,1496.0
4185,9 days 22:29:00,1190.0
4186,4 days 04:34:00,7654.0
4187,1 days 05:04:00,2485.0
4188,45 days 23:28:00,13784.0
4189,46 days 02:56:00,9473.0
4190,4 days 06:29:00,3881.0
4191,1 days 02:45:00,1134.0
4192,3 days 03:04:00,2945.0
4193,1 days 13:10:00,7831.0
4194,1 days 11:14:00,5237.0
4195,4 days 22:30:00,1046.5
4196,1 days 18:30:00,4095.1
4197,2 days 02:30:00,1500.0
4198,0 days 07:24:00,2680.0
4199,3 days 01:00:00,7284.0
4200,3 days 04:45:00,24810.0
4201,1 days 05:12:00,1423.8
4202,1 days 03:35:00,5176.3
4203,0 days 06:12:00,1420.7
4204,1 days 06:18:00,11443.1
4205,0 days 22:19:00,5504.1
4206,1 days 07:30:00,2837.9
4207,1 days 02:05:00,4994.0
4208,1 days 10:48:00,26621.8
4209,1 days 11:17:00,4372.9
4210,1 days 03:15:00,1517.4
4211,3 days 03:55:00,45862.0
4212,2 days 04:13:00,3835.0
4213,9 days 03:03:00,5280.0
4214,4 days 16:02:00,29532.0
4215,3 days 08:55:00,1849.0
4216,1 days 04:04:00,3439.0
4217,0 days 11:38:00,3847.0
4218,4 days 04:00:00,14869.0
4219,1 days 02:06:00,1433.0
4220,1 days 03:28:00,1792.0
4221,1 days 04:54:00,1104.0
4222,1 days 02:22:00,3026.0
4223,1 days 02:15:00,1132.7
4224,9 days 20:54:00,4187.6
4225,2 days 21:39:00,9607.9
4226,1 days 09:00:00,1198.9
4227,9 days 04:45:00,2435.1
4228,3 days 02:00:00,1503.5
4229,1 days 03:30:00,1838.6
4230,5 days 10:48:00,8136.7
4231,3 days 07:17:00,6835.2
4232,2 days 04:25:00,1330.0
4233,1 days 00:27:00,20294.8
4234,6 days 18:12:00,7087.7
4235,11 days 04:05:00,5932.8
4236,10 days 04:15:00,2898.5
4237,5 days 02:00:00,10586.6
4238,2 days 01:06:00,1102.0
4239,0 days 21:18:00,2183.7
4240,1 days 06:15:00,11058.0
4241,0 days 20:30:00,2759.0
4242,1 days 01:15:00,6472.4
4243,1 days 03:21:00,1521.1
4244,3 days 02:25:00,3873.3
4245,12 days 05:45:00,18046.6
4246,4 days 11:59:00,2100.0
4247,9 days 05:00:00,91897.0
4248,4 days 02:00:00,1167.0
4249,0 days 08:00:00,1600.0
4250,2 days 04:38:00,3058.0
4251,59 days 04:25:00,12457.0
4252,75 days 03:00:00,17118.0
4253,46 days 01:21:00,81220.0
4254,4 days 22:30:00,2640.0
4255,0 days 16:00:00,1651.7
4256,7 days 03:26:00,1050.0
4257,8 days 08:05:00,1968.0
4258,10 days 06:47:00,4524.0
4259,5 days 01:00:00,1470.0
4260,8 days 16:00:00,14490.0
4261,0 days 05:00:00,1210.0
4262,7 days 23:00:00,6580.0
4263,3 days 05:00:00,5284.0
4264,1 days 03:00:00,8000.0
4265,1 days 22:15:00,1414.0
4266,1 days 13:00:00,4180.0
4267,2 days 17:59:00,6370.0
4268,8 days 06:00:00,2900.0
4269,1 days 21:00:00,1000.0
4270,10 days 13:00:00,9700.0
4271,3 days 02:00:00,2921.0
4272,0 days 03:00:00,1200.0
4273,6 days 01:30:00,1372.0
4274,10 days 20:50:00,1000.0
4275,7 days 23:50:00,125900.0
4276,0 days 23:00:00,2000.0
4277,5 days 11:00:00,1650.0
4278,4 days 01:24:00,3188.5
4279,8 days 08:00:00,1436.0
4280,10 days 17:00:00,13533.0
4281,2 days 02:12:00,1140.0
4282,2 days 04:00:00,3164.0
4283,1 days 14:14:00,3040.0
4284,65 days 01:00:00,25239.0
4285,13 days 14:00:00,117292.0
4286,1 days 17:25:00,2378.0
4287,0 days 07:55:00,2543.0
4288,6 days 06:45:00,1657.0
4289,3 days 01:33:00,4414.0
4290,1 days 03:15:00,1356.0
4291,0 days 08:00:00,1308.0
4292,1 days 07:03:00,1020.0
4293,1 days 15:39:00,1006.0
4294,3 days 23:00:00,6692.0
4295,0 days 03:55:00,15546.0
4296,1 days 14:19:00,1161.0
4297,0 days 07:45:00,7708.0
4298,13 days 00:30:00,1500.0
4299,13 days 00:00:00,8705.0
4300,11 days 04:16:00,2600.0
4301,1 days 07:30:00,1370.0
4302,0 days 22:20:00,3237.0
4303,1 days 00:16:00,5064.0
4304,9 days 05:30:00,2626.1
4305,8 days 04:00:00,4261.0
4306,14 days 19:17:00,3059.0
4307,23 days 00:13:00,6241.0
4308,3 days 02:31:00,1359.0
4309,4 days 05:45:00,2840.0
4310,3 days 03:46:00,1553.0
4311,2 days 09:15:00,1000.0
4312,2 days 03:36:00,19643.9
4313,4 days 15:34:00,20736.1
4314,4 days 13:11:00,3674.2
4315,7 days 03:00:00,4673.0
4316,4 days 06:19:00,2756.9
4317,5 days 03:55:00,2150.0
4318,14 days 06:51:00,1741.5
4319,2 days 02:04:00,3312.0
4320,7 days 20:35:00,6840.0
4321,1 days 00:41:00,2188.0
4322,13 days 12:26:00,3283.0
4323,13 days 04:06:00,40012.0
4324,12 days 19:53:00,9728.0
4325,12 days 19:00:00,28142.0
4326,12 days 17:00:00,25380.0
4327,8 days 08:26:00,1100.0
4328,2 days 07:41:00,1766.0
4329,3 days 23:29:00,11690.0
4330,1 days 23:23:00,1795.0
4331,6 days 06:47:00,7597.0
4332,1 days 14:18:00,2870.0
4333,0 days 20:34:00,2000.0
4334,8 days 04:12:00,5452.0
4335,22 days 01:23:00,42563.0
4336,1 days 14:22:00,2190.0
4337,2 days 13:04:00,1382.0
4338,8 days 00:37:00,6525.0
4339,14 days 00:45:00,22674.0
4340,8 days 03:26:00,2000.0
4341,2 days 06:16:00,1173.0
4342,6 days 05:20:00,2693.0
4343,4 days 02:33:00,1641.0
4344,4 days 02:00:00,4222.0
4345,7 days 21:19:00,4600.0
4346,2 days 20:51:00,6864.0
4347,6 days 02:00:00,1733.0
4348,6 days 12:02:00,6685.0
4349,1 days 03:34:00,1412.0
4350,1 days 09:52:00,2225.0
4351,8 days 03:42:00,14004.0
4352,3 days 03:41:00,16988.0
4353,0 days 06:35:00,3042.0
4354,9 days 06:18:00,1189.0
4355,9 days 03:53:00,1349.0
4356,9 days 03:25:00,10549.0
4357,10 days 08:50:00,10670.0
4358,4 days 09:29:00,1891.6
4359,3 days 03:05:00,3656.3
4360,1 days 06:13:00,5984.8
4361,2 days 13:30:00,3383.0
4362,6 days 04:03:00,13950.0
4363,1 days 02:23:00,1623.2
4364,37 days 06:54:00,73694.0
4365,2 days 22:01:00,2491.6
4366,3 days 22:19:00,1500.0
4367,14 days 09:23:00,5481.1
4368,3 days 08:39:00,15000.0
4369,14 days 07:58:00,4000.0
4370,12 days 23:02:00,5337.0
4371,4 days 05:31:00,25000.0
4372,0 days 22:00:00,1000.0
4373,5 days 04:00:00,3496.7
4374,5 days 03:49:00,1716.0
4375,3 days 06:00:00,4500.0
4376,2 days 04:06:00,1142.0
4377,2 days 23:27:00,2898.0
4378,4 days 01:00:00,14032.0
4379,2 days 02:48:00,9362.6
4380,2 days 20:12:00,1992.8
4381,3 days 01:57:00,11455.0
4382,1 days 23:44:00,1672.5
4383,9 days 01:37:00,7004.7
4384,9 days 10:35:00,19578.0
4385,4 days 03:42:00,3793.7
4386,3 days 02:08:00,5542.0
4387,9 days 22:11:00,83723.0
4388,49 days 05:10:00,71934.4
4389,8 days 06:40:00,11675.2
4390,1 days 04:22:00,1201.1
4391,5 days 05:22:00,21187.7
4392,15 days 20:50:00,1079.2
4393,3 days 05:10:00,1723.0
4394,10 days 02:32:00,2580.0
4395,2 days 05:46:00,1443.9
4396,1 days 06:23:00,3822.9
4397,4 days 03:07:00,1662.1
4398,5 days 18:13:00,35748.7
4399,5 days 15:26:00,96986.8
4400,5 days 13:31:00,13453.1
4401,5 days 13:12:00,4027.3
4402,4 days 20:38:00,4802.5
4403,1 days 02:44:00,1710.5
4404,2 days 00:29:00,2473.7
4405,4 days 04:40:00,7460.4
4406,1 days 05:10:00,1265.0
4407,4 days 06:34:00,23749.0
4408,4 days 04:19:00,3254.8
4409,1 days 23:22:00,3020.0
4410,1 days 16:56:00,2214.1
4411,6 days 17:30:00,78456.5
4412,3 days 05:07:00,9633.6
4413,6 days 17:59:00,10280.1
4414,3 days 20:12:00,10219.0
4415,1 days 20:10:00,1154.9
4416,3 days 01:20:00,1435.4
4417,3 days 07:44:00,4212.1
4418,9 days 08:07:00,238462.6
4419,7 days 05:20:00,44282.2
4420,7 days 04:16:00,4452.0
4421,2 days 04:16:00,1978.0
4422,3 days 20:29:00,32565.8
4423,7 days 10:32:00,2823.2
4424,7 days 08:08:00,2564.0
4425,5 days 06:47:00,2000.0
4426,5 days 04:41:00,141707.4
4427,15 days 11:59:00,2858.9
4428,9 days 01:18:00,6988.1
4429,1 days 22:03:00,1016.0
4430,6 days 22:28:00,8637.6
4431,3 days 03:03:00,13456.5
4432,4 days 11:57:00,13654.9
4433,1 days 02:47:00,2534.4
4434,7 days 03:29:00,15698.3
4435,7 days 23:35:00,108563.6
4436,6 days 20:14:00,150270.7
4437,1 days 21:20:00,1928.0
4438,22 days 06:30:00,60490.1
4439,2 days 03:18:00,10098.0
4440,1 days 04:23:00,2195.0
4441,8 days 03:45:00,19560.3
4442,0 days 14:25:00,1298.7
4443,5 days 06:24:00,38068.1
4444,3 days 06:30:00,3329.9
4445,5 days 03:30:00,1284.9
4446,1 days 19:49:00,1500.0
4447,36 days 02:48:00,7808.4
4448,3 days 04:21:00,2171.4
4449,46 days 23:50:00,58451.1
4450,2 days 18:32:00,4620.9
4451,5 days 13:47:00,28979.0
4452,5 days 07:18:00,2410.3
4453,15 days 06:30:00,1729.9
4454,4 days 05:22:00,13456.6
4455,12 days 23:14:00,1253.4
4456,28 days 07:59:00,27132.4
4457,41 days 06:49:00,32895.8
4458,15 days 05:32:00,154973.0
4459,2 days 07:20:00,8861.0
4460,2 days 18:39:00,4870.8
4461,6 days 02:42:00,1312.0
4462,2 days 00:29:00,1647.7
4463,31 days 20:46:00,1603.0
4464,52 days 05:50:00,8401.0
4465,5 days 06:54:00,1311.0
4466,7 days 06:40:00,15719.0
4467,28 days 07:32:00,2111.0
4468,4 days 06:05:00,1655.0
4469,5 days 07:30:00,1073.0
4470,4 days 03:52:00,2967.0
4471,6 days 03:57:00,4506.0
4472,10 days 06:00:00,1895.0
4473,3 days 02:34:00,2079.0
4474,28 days 00:58:00,1140.0
4475,10 days 23:47:00,8527.0
4476,6 days 05:25:00,1010.0
4477,8 days 06:17:00,4214.0
4478,6 days 09:20:00,5163.0
4479,7 days 22:48:00,1048.0
4480,5 days 19:54:00,1552.0
4481,9 days 16:57:00,1192.0
4482,7 days 10:15:00,6650.0
4483,2 days 03:48:00,5438.0
4484,9 days 10:30:00,149131.0
4485,3 days 09:30:00,7900.0
4486,12 days 17:50:00,238058.0
4487,7 days 04:00:00,168293.0
4488,3 days 03:35:00,28141.0
4489,4 days 15:10:00,5000.0
4490,3 days 03:50:00,1100.0
4491,2 days 23:52:00,4031.0
4492,1 days 09:17:00,3200.0
4493,2 days 03:20:00,4770.0
4494,2 days 04:00:00,2566.0
4495,9 days 00:11:00,1140.0
4496,53 days 16:51:00,2290.0
4497,0 days 21:14:00,2000.0
4498,1 days 07:26:00,5955.0
4499,23 days 23:30:00,23649.0
4500,14 days 22:45:00,24452.0
4501,1 days 23:40:00,2969.0
4502,5 days 22:14:00,1194.0
4503,4 days 04:04:00,2780.0
4504,42 days 22:56:00,3456.0
4505,0 days 18:21:00,4046.0
4506,19 days 01:41:00,10077.0
4507,15 days 23:40:00,3050.0
4508,11 days 16:43:00,2648.0
4509,12 days 19:51:00,3501.0
4510,78 days 21:00:00,1558.0
4511,48 days 20:12:00,2500.0
4512,7 days 01:32:00,8404.0
4513,8 days 11:49:00,21000.0
4514,8 days 05:39:00,56003.0
4515,13 days 10:10:00,2221.0
4516,8 days 02:21:00,3072.0
4517,14 days 04:21:00,33569.0
4518,10 days 11:49:00,43245.0
4519,7 days 00:51:00,27318.0
4520,2 days 06:53:00,1100.0
4521,9 days 08:19:00,18082.0
4522,5 days 22:47:00,1370.0
4523,6 days 12:42:00,1500.0
4524,1 days 00:17:00,1032.0
4525,4 days 21:15:00,37716.9
4526,1 days 13:11:00,1145.4
4527,3 days 08:00:00,23482.8
4528,2 days 07:45:00,1175.9
4529,3 days 07:15:00,70876.2
4530,5 days 03:08:00,14273.1
4531,1 days 17:14:00,1847.4
4532,1 days 22:30:00,6370.9
4533,1 days 23:04:00,3663.8
4534,2 days 22:25:00,9977.6
4535,4 days 04:51:00,13348.4
4536,3 days 04:51:00,2897.1
4537,3 days 01:30:00,1845.9
4538,5 days 01:55:00,14892.4
4539,7 days 01:01:00,12254.8
4540,4 days 06:05:00,1280.0
4541,1 days 17:50:00,2031.2
4542,0 days 05:58:00,3037.0
4543,1 days 20:15:00,2437.2
4544,2 days 03:09:00,12084.0
4545,4 days 23:35:00,1859.4
4546,8 days 11:28:00,75137.0
4547,1 days 08:40:00,4745.0
4548,2 days 06:08:00,5602.6
4549,4 days 04:12:00,3099.0
4550,1 days 05:19:00,2154.0
4551,4 days 02:56:00,1500.0
4552,7 days 00:02:00,53317.0
4553,1 days 21:48:00,10140.0
4554,1 days 02:16:00,1162.0
4555,4 days 03:33:00,5273.0
4556,1 days 02:53:00,1148.0
4557,1 days 07:45:00,1253.0
4558,2 days 01:07:00,2093.0
4559,2 days 00:41:00,2762.0
4560,1 days 06:18:00,27052.0
4561,2 days 02:27:00,2146.0
4562,2 days 02:07:00,1523.0
4563,4 days 04:00:00,5582.0
4564,1 days 17:25:00,1200.0
4565,2 days 15:40:00,1438.0
4566,1 days 07:34:00,2129.0
4567,1 days 01:47:00,4511.0
4568,1 days 22:08:00,16208.0
4569,2 days 10:30:00,1050.0
4570,4 days 00:33:00,5507.0
4571,1 days 23:31:00,3277.0
4572,0 days 10:33:00,3000.0
4573,5 days 00:33:00,61951.0
4574,5 days 02:03:00,1980.0
4575,8 days 00:11:00,6442.0
4576,3 days 05:51:00,1881.0
4577,3 days 09:26:00,18807.0
4578,2 days 22:35:00,3100.0
4579,3 days 08:06:00,7838.0
4580,1 days 15:15:00,5470.0
4581,1 days 01:20:00,1688.0
4582,7 days 21:00:00,2075.0
4583,1 days 23:58:00,1173.0
4584,3 days 18:21:00,1437.0
4585,7 days 19:49:00,29952.0
4586,3 days 19:55:00,1847.0
4587,0 days 23:30:00,3095.0
4588,4 days 04:02:00,18000.0
4589,1 days 00:25:00,2000.0
4590,5 days 06:16:00,19000.0
4591,1 days 04:13:00,4800.0
4592,11 days 00:50:00,4500.0
4593,1 days 00:15:00,1000.0
4594,0 days 19:15:00,1263.0
4595,4 days 11:34:00,1500.0
4596,5 days 00:25:00,1622.5
4597,8 days 12:00:00,2000.0
4598,10 days 03:30:00,2000.0
4599,11 days 03:17:00,31000.0
4600,3 days 05:11:00,4500.0
4601,43 days 19:00:00,12806.0
4602,1 days 03:40:00,5987.0
4603,46 days 08:30:00,3716.0
4604,14 days 19:00:00,1735.0
4605,0 days 11:40:00,1100.0
4606,1 days 04:15:00,1172.0
4607,1 days 08:15:00,5000.0
4608,2 days 06:00:00,2150.0
4609,1 days 04:21:00,1957.0
4610,15 days 01:58:00,95000.0
4611,0 days 16:00:00,1120.0
4612,0 days 22:15:00,1961.0
4613,0 days 10:42:00,1161.2
4614,2 days 09:04:00,3691.8
4615,0 days 03:27:00,1271.0
4616,0 days 07:35:00,1400.0
4617,0 days 19:16:00,7214.0
4618,0 days 05:32:00,1923.0
4619,1 days 03:16:00,3420.0
4620,0 days 05:50:00,2062.0
4621,2 days 03:30:00,1520.0
4622,3 days 05:59:00,12624.0
4623,4 days 00:35:00,25329.0
4624,7 days 05:54:00,2500.0
4625,1 days 02:20:00,1200.0
4626,1 days 23:50:00,13500.0
4627,1 days 01:25:00,1036.0
4628,1 days 20:32:00,1600.0
4629,21 days 02:50:00,32860.0
4630,3 days 02:00:00,3011.0
4631,11 days 01:30:00,1127.0
4632,3 days 18:00:00,1080.0
4633,0 days 23:32:00,2645.0
4634,3 days 21:00:00,2712.0
4635,18 days 04:00:00,1010.0
4636,0 days 02:22:00,2188.3
4637,2 days 07:04:00,1919.5
4638,2 days 04:00:00,9601.0
4639,2 days 20:42:00,1884.5
4640,11 days 00:12:00,41123.5
4641,12 days 02:04:00,9450.0
4642,3 days 02:24:00,2296.5
4643,3 days 01:41:00,4692.0
4644,3 days 03:37:00,1007.0
4645,19 days 05:13:00,1343.0
4646,6 days 21:00:00,1049.0
4647,5 days 20:16:00,2043.3
4648,2 days 00:34:00,4545.1
4649,2 days 04:36:00,1000.1
4650,2 days 17:36:00,1206.8
4651,2 days 14:21:00,7201.6
4652,13 days 01:34:00,68224.1
4653,15 days 00:07:00,46522.7
4654,5 days 01:04:00,10766.6
4655,5 days 06:33:00,6121.5
4656,15 days 02:20:00,9870.4
4657,15 days 21:42:00,32312.4
4658,7 days 00:34:00,4040.0
4659,80 days 04:00:00,1757.0
4660,4 days 23:26:00,35000.0
4661,21 days 15:59:00,80548.0
4662,2 days 15:12:00,2328.0
4663,18 days 00:38:00,5362.0
4664,16 days 16:16:00,1815.0
4665,113 days 18:23:00,2350.0
4666,2 days 19:00:00,2671.0
4667,47 days 22:40:00,6162.3
4668,35 days 17:00:00,2804.0
4669,23 days 04:49:00,1947.0
4670,9 days 05:27:00,1238.5
4671,2 days 10:06:00,3400.0
4672,9 days 23:12:00,10470.0
4673,2 days 02:52:00,2500.0
4674,1 days 22:00:00,2680.0
4675,2 days 00:00:00,2080.0
4676,3 days 22:00:00,2200.0
4677,2 days 19:41:00,4360.0
4678,3 days 23:30:00,1443.0
4679,8 days 09:00:00,7076.0
4680,4 days 01:00:00,18559.0
4681,7 days 19:00:00,7500.0
4682,7 days 04:30:00,2200.0
4683,3 days 05:00:00,2760.0
4684,6 days 03:00:00,28500.0
4685,4 days 22:00:00,1033.0
4686,3 days 23:02:00,1091.6
4687,7 days 19:30:00,1929.0
4688,23 days 03:31:00,11100.0
4689,2 days 13:00:00,2551.0
4690,20 days 20:45:00,2778.0
4691,14 days 18:24:00,3270.0
4692,16 days 01:18:00,2265.0
4693,2 days 04:40:00,15591.0
4694,12 days 01:55:00,1414.0
4695,7 days 08:58:00,20115.0
4696,10 days 12:00:00,9787.0
4697,10 days 20:29:00,4617.0
4698,9 days 00:44:00,3941.0
4699,3 days 04:40:00,3407.0
4700,14 days 23:00:00,6299.0
4701,5 days 18:37:00,5175.0
4702,9 days 18:46:00,4268.0
4703,4 days 02:57:00,1304.0
4704,14 days 07:24:00,16267.0
4705,3 days 01:40:00,1962.0
4706,1 days 04:25:00,2224.0
4707,3 days 06:37:00,79914.0
4708,1 days 08:14:00,19117.5
4709,2 days 05:07:00,12069.0
4710,2 days 23:48:00,1422.0
4711,2 days 07:48:00,2453.2
4712,2 days 06:30:00,1873.0
4713,2 days 21:00:00,1807.8
4714,2 days 00:00:00,4131.3
4715,2 days 04:00:00,3734.7
4716,1 days 16:13:00,3005.0
4717,4 days 05:25:00,67052.0
4718,1 days 05:10:00,2376.0
4719,2 days 02:15:00,5995.0
4720,4 days 11:11:00,1556.0
4721,5 days 10:56:00,4101.0
4722,3 days 01:12:00,3653.0
4723,1 days 13:30:00,2115.0
4724,1 days 08:22:00,9517.0
4725,3 days 21:33:00,42543.0
4726,0 days 21:06:00,1226.0
4727,1 days 05:44:00,2323.0
4728,6 days 23:25:00,8660.0
4729,0 days 10:00:00,1075.0
4730,6 days 00:00:00,32812.0
4731,1 days 07:00:00,3100.0
4732,2 days 03:00:00,3659.0
4733,1 days 07:45:00,1597.3
4734,2 days 12:00:00,4309.0
4735,3 days 08:00:00,22095.0
4736,2 days 01:03:00,3135.0
4737,1 days 17:54:00,2891.0
4738,2 days 00:45:00,1571.0
4739,3 days 20:32:00,2046.0
4740,3 days 22:04:00,11339.0
4741,7 days 15:30:00,65031.0
4742,19 days 17:16:00,53547.0
4743,8 days 00:48:00,17349.0
4744,5 days 10:30:00,2037.0
4745,5 days 01:00:00,1411.0
4746,6 days 03:43:00,43545.0
4747,2 days 18:30:00,3109.0
4748,0 days 14:00:00,1670.0
4749,2 days 01:12:00,14572.0
4750,3 days 03:00:00,4400.0
4751,5 days 20:40:00,2131.0
4752,6 days 02:00:00,6180.0
4753,6 days 01:13:00,31046.6
4754,18 days 08:30:00,28333.0
4755,2 days 04:50:00,2902.0
4756,10 days 01:18:00,7198.0
4757,4 days 14:12:00,10343.0
4758,21 days 02:50:00,47860.1
4759,4 days 20:13:00,25491.0
4760,6 days 06:51:00,1037.0
4761,3 days 06:52:00,2500.0
4762,10 days 11:07:00,29933.0
4763,3 days 01:32:00,3380.0
4764,6 days 11:18:00,18235.0
4765,6 days 07:58:00,6527.0
4766,18 days 08:14:00,1206.0
4767,3 days 16:40:00,1674.0
4768,0 days 03:30:00,2703.0
4769,3 days 01:40:00,1214.0
4770,8 days 00:03:00,1000.0
4771,7 days 10:00:00,65480.0
4772,9 days 20:11:00,12286.1
4773,17 days 06:26:00,8474.0
4774,16 days 04:37:00,1270.0
4775,23 days 00:00:00,9593.0
4776,7 days 01:34:00,1885.0
4777,5 days 19:02:00,3030.0
4778,1 days 07:53:00,9534.0
4779,4 days 19:44:00,5241.0
4780,2 days 06:42:00,1759.0
4781,4 days 22:50:00,1727.0
4782,7 days 02:00:00,2811.0
4783,7 days 03:19:00,3625.0
4784,12 days 21:22:00,1437.0
4785,14 days 20:13:00,17632.0
4786,10 days 14:58:00,50737.0
4787,12 days 10:07:00,41451.0
4788,4 days 01:00:00,1318.0
4789,2 days 03:18:00,2287.0
4790,6 days 02:49:00,5283.0
4791,47 days 00:01:00,2480.0
4792,46 days 19:28:00,4786.0
4793,14 days 17:30:00,7953.0
4794,28 days 02:15:00,357185.0
4795,18 days 09:21:00,9190.0
4796,18 days 19:43:00,5797.0
4797,16 days 03:51:00,4929.0
4798,20 days 03:11:00,1981.0
4799,27 days 10:11:00,5969.6
4800,61 days 08:33:00,88420.8
4801,13 days 03:00:00,3269.0
4802,7 days 04:50:00,1101.0
4803,42 days 18:20:00,3415.0
4804,5 days 03:46:00,2850.0
4805,16 days 04:52:00,1403.0
4806,11 days 04:56:00,1986.0
4807,1 days 23:17:00,1448.0
4808,2 days 04:15:00,2785.0
4809,36 days 05:07:00,3471.0
4810,7 days 07:58:00,14956.0
4811,36 days 02:35:00,33838.0
4812,9 days 01:25:00,7898.0
4813,2 days 22:05:00,1296.0
4814,1 days 03:42:00,1468.0
4815,13 days 02:26:00,4709.0
4816,4 days 00:00:00,1940.0
4817,102 days 20:22:00,4406.0
4818,3 days 00:32:00,1097.0
4819,16 days 03:26:00,4186.0
4820,14 days 00:23:00,1483.0
4821,2 days 04:57:00,1260.0
4822,8 days 03:34:00,14604.0
4823,18 days 16:06:00,1356.4
4824,13 days 02:31:00,1495.5
4825,12 days 12:53:00,1739.0
4826,8 days 17:20:00,1966.0
4827,15 days 23:02:00,10204.0
4828,2 days 23:45:00,1586.0
4829,2 days 03:40:00,1350.0
4830,90 days 19:48:00,2862.0
4831,2 days 02:00:00,4334.0
4832,2 days 05:00:00,1425.0
4833,5 days 06:00:00,3905.0
4834,2 days 20:00:00,14355.0
4835,2 days 04:10:00,5943.0
4836,2 days 05:05:00,1824.0
4837,6 days 13:10:00,16116.0
4838,20 days 01:10:00,3181.0
4839,13 days 21:45:00,39937.0
4840,11 days 08:05:00,2379.0
4841,4 days 05:05:00,5867.0
4842,9 days 04:00:00,2000.0
4843,3 days 03:30:00,4229.0
4844,3 days 10:00:00,2068.0
4845,3 days 02:15:00,5000.0
4846,2 days 04:00:00,1746.0
4847,0 days 18:30:00,1242.0
4848,2 days 08:00:00,3976.0
4849,2 days 04:38:00,2274.0
4850,2 days 06:30:00,1699.0
4851,6 days 03:30:00,1408.0
4852,6 days 02:00:00,1199.0
4853,9 days 14:13:00,1683.0
4854,7 days 07:00:00,2050.0
4855,0 days 23:30:00,1970.0
4856,2 days 02:15:00,1097.0
4857,3 days 04:15:00,22874.0
4858,0 days 10:30:00,2500.0
4859,6 days 03:00:00,18420.0
4860,2 days 02:04:00,1546.0
4861,5 days 01:23:00,2574.0
4862,2 days 03:34:00,3070.0
4863,3 days 02:23:00,1175.0
4864,9 days 01:35:00,3787.0
4865,1 days 05:31:00,2500.0
4866,4 days 15:54:00,3201.0
4867,1 days 19:23:00,1763.0
4868,4 days 05:11:00,14549.0
4869,3 days 01:59:00,2882.0
4870,3 days 05:05:00,3292.0
4871,4 days 08:22:00,28505.0
4872,4 days 22:39:00,2322.0
4873,21 days 20:43:00,2554.0
4874,5 days 01:00:00,1624.0
4875,1 days 02:30:00,3548.0
4876,1 days 20:40:00,1832.0
4877,10 days 07:09:00,25582.0
4878,3 days 07:05:00,1985.0
4879,1 days 05:52:00,1710.0
4880,3 days 21:39:00,4276.0
4881,3 days 00:38:00,1132.0
4882,12 days 15:42:00,5153.0
4883,7 days 09:41:00,3342.0
4884,8 days 12:35:00,2024.0
4885,2 days 23:24:00,1074.7
4886,12 days 22:46:00,14293.0
4887,8 days 08:48:00,24594.0
4888,13 days 07:23:00,29565.0
4889,0 days 05:32:00,1867.0
4890,4 days 01:26:00,6516.0
4891,1 days 06:32:00,1260.0
4892,3 days 09:32:00,9529.0
4893,17 days 04:37:00,5088.0
4894,7 days 06:32:00,1367.0
4895,4 days 20:39:00,1588.0
4896,2 days 08:55:00,7981.0
4897,18 days 03:35:00,1588.0
4898,6 days 20:20:00,3642.0
4899,20 days 08:30:00,1740.0
4900,11 days 07:25:00,2511.0
4901,6 days 04:36:00,2792.7
4902,103 days 16:02:00,2602.0
4903,86 days 00:21:00,3115.0
4904,1 days 04:00:00,1818.0
4905,1 days 01:00:00,2000.0
4906,2 days 01:30:00,1000.0
4907,7 days 04:30:00,4590.0
4908,5 days 02:30:00,11526.0
4909,8 days 04:47:00,2200.0
4910,4 days 02:30:00,2281.0
4911,1 days 16:00:00,1680.0
4912,1 days 03:00:00,4800.0
4913,3 days 21:30:00,7209.0
4914,2 days 07:15:00,5200.0
4915,7 days 00:30:00,2287.0
4916,4 days 17:19:00,4205.0
4917,5 days 06:00:00,5178.0
4918,4 days 03:00:00,1566.0
4919,1 days 02:00:00,2200.0
4920,1 days 22:57:00,2165.0
4921,4 days 19:15:00,2340.0
4922,4 days 01:49:00,1783.0
4923,2 days 18:45:00,5506.0
4924,4 days 22:52:00,3156.0
4925,6 days 08:15:00,7683.0
4926,5 days 08:10:00,20947.0
4927,2 days 07:30:00,2389.0
4928,7 days 04:32:00,15547.0
4929,2 days 08:26:00,1300.0
4930,2 days 03:22:00,1377.0
4931,2 days 03:37:00,1202.0
4932,2 days 06:48:00,3492.0
4933,2 days 08:15:00,2500.0
4934,5 days 05:00:00,3206.0
4935,12 days 01:15:00,15023.0
4936,3 days 02:25:00,1310.0
4937,20 days 02:30:00,2614.0
4938,26 days 02:40:00,19090.0
4939,5 days 19:30:00,48902.0
