,total_time,fire_size
818,3 days 03:45:00,1200.0
819,3 days 02:30:00,1850.0
820,13 days 00:45:00,5760.0
821,4 days 01:55:00,2280.0
822,49 days 05:45:00,30655.0
823,12 days 11:00:00,1100.0
824,13 days 11:30:00,2000.0
825,72 days 12:00:00,146400.0
826,11 days 04:27:00,4600.0
827,83 days 00:14:00,13400.0
828,6 days 00:25:00,1077.0
829,36 days 10:00:00,2000.0
830,33 days 00:30:00,7848.0
831,15 days 08:22:00,1184.0
832,10 days 21:06:00,12031.0
833,3 days 02:56:00,3200.0
834,1 days 11:26:00,2517.0
835,10 days 05:30:00,4200.0
836,89 days 20:00:00,115659.0
837,88 days 03:30:00,8300.0
838,88 days 21:59:00,55890.0
839,63 days 20:30:00,4150.0
840,81 days 00:00:00,1886.0
841,81 days 00:00:00,12568.0
842,81 days 00:00:00,3549.0
843,81 days 00:00:00,84677.0
844,7 days 00:46:00,1090.0
845,1 days 17:20:00,4670.0
846,9 days 04:58:00,1918.0
847,6 days 00:14:00,2950.0
848,4 days 04:00:00,10500.0
849,10 days 08:00:00,3640.0
850,5 days 06:23:00,3020.0
851,3 days 14:03:00,3490.1
852,0 days 06:55:00,1021.0
853,20 days 07:40:00,5120.0
854,8 days 04:00:00,1582.0
855,19 days 18:00:00,1203.0
856,19 days 04:00:00,28953.0
857,23 days 09:00:00,7015.0
858,22 days 00:36:00,44683.0
859,13 days 21:45:00,2778.0
860,2 days 03:05:00,2000.0
861,6 days 04:27:00,12303.0
862,4 days 16:35:00,1200.0
863,9 days 05:00:00,20901.0
864,3 days 06:20:00,6420.0
865,2 days 04:19:00,1150.0
866,5 days 05:09:00,2926.0
867,5 days 05:09:00,5179.0
868,8 days 17:58:00,5250.0
869,2 days 15:22:00,1409.0
870,15 days 05:05:00,46800.0
871,11 days 04:37:00,7310.0
872,11 days 03:59:00,1300.0
873,4 days 00:45:00,1525.0
874,8 days 18:44:00,5757.2
875,19 days 18:06:00,1440.0
876,7 days 00:58:00,2440.0
877,6 days 10:50:00,5780.0
878,2 days 13:30:00,1360.0
879,36 days 23:49:00,8900.0
880,31 days 04:33:00,2514.0
881,11 days 05:43:00,4380.0
882,27 days 21:40:00,6998.0
883,4 days 20:00:00,2580.0
884,12 days 04:06:00,11081.0
885,6 days 12:00:00,5700.0
886,21 days 08:00:00,1210.0
887,9 days 11:37:00,7449.0
888,31 days 18:58:00,22330.0
889,10 days 10:30:00,7517.0
890,21 days 02:35:00,2075.0
891,98 days 08:30:00,140000.0
892,12 days 23:30:00,3241.0
893,98 days 17:00:00,12060.0
894,93 days 19:00:00,29435.0
895,2 days 04:16:00,1457.0
896,19 days 04:04:00,10580.0
897,8 days 21:00:00,1285.0
898,0 days 06:00:00,24600.0
899,4 days 07:15:00,2950.0
900,0 days 07:15:00,6885.0
901,41 days 23:29:00,19725.0
902,17 days 04:30:00,2886.0
903,43 days 19:59:00,3750.0
904,25 days 19:46:00,2100.0
905,4 days 02:28:00,1200.0
906,20 days 00:30:00,1275.0
907,13 days 01:15:00,1750.0
908,12 days 10:00:00,3038.0
909,99 days 02:00:00,10000.0
910,23 days 07:00:00,29000.0
911,29 days 00:39:00,7691.0
912,28 days 23:57:00,13000.0
913,25 days 17:28:00,3000.0
914,41 days 19:55:00,4300.0
915,31 days 23:30:00,1600.0
916,2 days 02:29:00,1411.0
917,8 days 01:00:00,22092.0
918,2 days 02:30:00,7000.0
919,1 days 05:00:00,1400.0
920,1 days 04:59:00,1275.0
921,1 days 05:25:00,2200.0
922,3 days 05:40:00,9500.0
923,2 days 03:30:00,2500.0
924,9 days 04:18:00,1000.0
925,6 days 01:40:00,11034.0
926,101 days 20:50:00,2200.0
927,3 days 05:30:00,2950.0
928,1 days 03:44:00,1200.0
929,4 days 09:25:00,7063.0
930,2 days 23:20:00,3090.0
931,0 days 08:05:00,1370.0
932,4 days 06:24:00,2388.0
933,7 days 04:46:00,7083.0
934,7 days 02:27:00,8100.0
935,36 days 07:55:00,5550.0
936,14 days 02:36:00,2095.0
937,3 days 05:56:00,1039.0
938,0 days 09:21:00,1000.0
939,7 days 21:14:00,23455.0
940,7 days 02:45:00,2624.0
941,4 days 04:55:00,3500.0
942,1 days 08:55:00,1704.0
943,5 days 05:30:00,1176.0
944,43 days 05:22:00,1231.0
945,3 days 05:34:00,1008.0
946,7 days 07:01:00,3321.0
947,9 days 08:00:00,1910.0
948,0 days 22:16:00,1076.0
949,3 days 22:00:00,2770.0
950,0 days 08:30:00,1200.0
951,13 days 01:00:00,1269.0
952,7 days 02:59:00,1010.0
953,12 days 05:30:00,12600.0
954,54 days 23:00:00,3048.0
955,5 days 22:15:00,7000.0
956,22 days 01:08:00,6716.0
957,0 days 05:45:00,2266.0
958,0 days 18:15:00,1500.0
959,7 days 04:31:00,8650.0
960,5 days 06:58:00,7100.0
961,0 days 04:29:00,1267.0
962,16 days 16:20:00,1354.0
963,16 days 15:40:00,2151.0
964,16 days 07:15:00,1678.0
965,4 days 10:55:00,23398.0
966,3 days 03:00:00,1000.0
967,16 days 23:50:00,58960.0
968,10 days 05:15:00,1484.0
969,2 days 10:00:00,1130.0
970,1 days 05:00:00,1092.0
971,5 days 03:00:00,1135.0
972,5 days 03:50:00,6700.0
973,61 days 22:54:00,2580.0
974,27 days 02:40:00,3000.0
975,5 days 02:30:00,1100.0
976,3 days 02:47:00,2465.0
977,3 days 07:56:00,3032.0
978,1 days 04:00:00,9500.0
979,9 days 03:22:00,3776.0
980,9 days 03:00:00,3718.0
981,5 days 02:30:00,1200.0
982,4 days 10:00:00,7376.0
983,7 days 01:30:00,1906.0
984,21 days 02:30:00,3400.0
985,32 days 09:32:00,2500.0
986,44 days 03:59:00,1340.0
987,7 days 01:23:00,58307.0
988,2 days 04:19:00,1326.0
989,2 days 21:13:00,4010.3
990,2 days 17:22:00,1470.0
991,1 days 18:02:00,1917.0
992,70 days 09:00:00,3648.0
993,4 days 04:00:00,1775.0
994,95 days 22:00:00,20000.0
995,2 days 04:29:00,2091.0
996,6 days 07:00:00,3840.0
997,78 days 19:54:00,1000.0
998,2 days 05:59:00,1069.0
999,52 days 17:20:00,8100.0
1000,11 days 00:30:00,1008.0
1001,14 days 10:30:00,2780.0
1002,6 days 04:00:00,4500.0
1003,88 days 01:00:00,38710.0
1004,12 days 07:59:00,3149.0
1005,10 days 11:25:00,4320.0
1006,36 days 01:00:00,35907.0
1007,34 days 02:10:00,17688.0
1008,33 days 12:54:00,8332.0
1009,33 days 09:46:00,37835.0
1010,25 days 19:26:00,50633.0
1011,7 days 07:45:00,22000.0
1012,47 days 16:59:00,10400.0
1013,89 days 02:35:00,4104.0
1014,4 days 03:55:00,2650.0
1015,12 days 05:48:00,4130.0
1016,18 days 15:30:00,4750.0
1017,13 days 04:09:00,16400.0
1018,25 days 22:06:00,10137.0
1019,43 days 20:44:00,3650.0
1020,17 days 03:13:00,10405.2
1021,1 days 08:26:00,3328.0
1022,0 days 03:23:00,1092.0
1023,18 days 02:10:00,14890.0
1024,3 days 08:30:00,9523.0
1025,6 days 04:30:00,11875.0
1026,10 days 05:15:00,3500.0
1027,6 days 04:06:00,2438.0
1028,2 days 02:46:00,2100.0
1029,5 days 02:34:00,4660.0
1030,49 days 23:43:00,10146.2
1031,26 days 02:20:00,16575.0
1032,7 days 03:36:00,15263.0
1033,26 days 09:00:00,16100.0
1034,38 days 08:50:00,52600.0
1035,26 days 01:01:00,4800.0
1036,6 days 04:28:00,1260.0
1037,89 days 19:30:00,17000.0
1038,53 days 17:30:00,6500.0
1039,29 days 11:00:00,12371.0
1040,1 days 03:40:00,1424.0
1041,7 days 15:59:00,1000.0
1042,12 days 16:59:00,2850.0
1043,115 days 14:40:00,4283.0
1044,4 days 09:30:00,3936.0
1045,26 days 21:00:00,83323.0
1046,42 days 16:59:00,1335.0
1047,5 days 02:35:00,1800.0
1048,4 days 00:30:00,1428.0
1049,7 days 07:30:00,2523.0
1050,63 days 12:30:00,16358.0
1051,7 days 02:24:00,2770.0
1052,1 days 22:39:00,5607.0
1053,2 days 15:19:00,1600.0
1054,1 days 02:02:00,1200.0
1055,6 days 00:22:00,1428.3
1056,13 days 16:02:00,15706.4
1057,7 days 11:11:00,3570.0
1058,6 days 04:30:00,10925.0
1059,0 days 10:24:00,1067.0
1060,7 days 01:13:00,9620.0
1061,4 days 13:45:00,1057.0
1062,0 days 08:25:00,1000.0
1063,9 days 11:09:00,22000.0
1064,2 days 20:39:00,2830.0
1065,5 days 05:22:00,1800.0
1066,9 days 17:43:00,106668.0
1067,5 days 05:25:00,7525.0
1068,10 days 19:45:00,25620.0
1069,12 days 02:25:00,4410.0
1070,0 days 05:00:00,1082.0
1071,0 days 09:00:00,1242.0
1072,0 days 04:29:00,1336.0
1073,11 days 03:25:00,2765.0
1074,0 days 23:50:00,9000.0
1075,12 days 03:30:00,49490.0
1076,75 days 02:59:00,1888.0
1077,6 days 08:30:00,4100.0
1078,4 days 08:00:00,1800.0
1079,1 days 18:30:00,3134.0
1080,2 days 19:20:00,2470.0
1081,102 days 05:58:00,4000.0
1082,130 days 18:48:00,25000.0
1083,2 days 23:55:00,1000.0
1084,6 days 18:46:00,6317.0
1085,2 days 20:45:00,7231.0
1086,9 days 08:00:00,5693.0
1087,7 days 09:00:00,1350.0
1088,7 days 04:22:00,1336.0
1089,7 days 07:00:00,5200.0
1090,10 days 06:45:00,18186.0
1091,2 days 03:30:00,1500.0
1092,4 days 02:50:00,3737.0
1093,52 days 03:00:00,24602.0
1094,44 days 16:00:00,20100.0
1095,0 days 02:10:00,1500.0
1096,0 days 09:30:00,1075.0
1097,10 days 22:00:00,5185.0
1098,1 days 03:50:00,1110.0
1099,2 days 01:45:00,1316.0
1100,52 days 22:14:00,1489.0
1101,10 days 05:39:00,1060.0
1102,20 days 08:30:00,3340.0
1103,45 days 22:00:00,3760.0
1104,42 days 20:00:00,7198.0
1105,33 days 03:00:00,1000.0
1106,23 days 23:30:00,1450.0
1107,1 days 18:25:00,1200.0
1108,25 days 03:00:00,4404.0
1109,6 days 04:37:00,1138.0
1110,53 days 13:50:00,3115.0
1111,27 days 05:32:00,5954.0
1112,67 days 04:08:00,2410.0
1113,15 days 04:04:00,3900.0
1114,30 days 22:56:00,1317.0
1115,61 days 08:17:00,1600.0
1116,1 days 06:10:00,3000.0
1117,0 days 03:10:00,1200.0
1118,73 days 08:26:00,3825.0
1119,73 days 04:35:00,7980.0
1120,48 days 04:45:00,1440.0
1121,68 days 04:16:00,1300.0
1122,68 days 03:45:00,4160.0
1123,16 days 16:30:00,2694.0
1124,92 days 18:30:00,8500.0
1125,8 days 03:10:00,4000.0
1126,12 days 04:35:00,3420.0
1127,51 days 14:00:00,3070.0
1128,18 days 07:05:00,1750.0
1129,4 days 05:45:00,1832.0
1130,44 days 01:50:00,3950.0
1131,31 days 13:08:00,1016.0
1132,10 days 03:40:00,7038.0
1133,3 days 04:14:00,9700.0
1134,3 days 12:05:00,28164.0
1135,0 days 08:00:00,3410.0
1136,37 days 02:00:00,8800.0
1137,9 days 00:30:00,3108.0
1138,20 days 01:00:00,1800.0
1139,5 days 04:00:00,1085.0
1140,1 days 03:41:00,2516.0
1141,113 days 08:00:00,2843.0
1142,7 days 03:23:00,4028.0
1143,0 days 00:37:00,2176.0
1144,106 days 14:00:00,1239.0
1145,106 days 20:00:00,4233.0
1146,97 days 00:00:00,3863.0
1147,85 days 11:14:00,1414.0
1148,6 days 22:40:00,1500.0
1149,3 days 01:00:00,4812.0
1150,1 days 04:40:00,1049.0
1151,13 days 20:00:00,1072.0
1152,10 days 22:30:00,1400.0
1153,10 days 01:30:00,30568.0
1154,7 days 10:03:00,4669.0
1155,22 days 03:00:00,6675.0
1156,0 days 12:45:00,2000.0
1157,20 days 01:30:00,69060.0
1158,18 days 03:00:00,2624.0
1159,56 days 05:00:00,1621.0
1160,4 days 03:00:00,2926.0
1161,5 days 02:29:00,8312.0
1162,8 days 21:38:00,7200.0
1163,3 days 17:31:00,4416.0
1164,5 days 04:00:00,6800.0
1165,6 days 03:00:00,1645.0
1166,15 days 15:30:00,5440.0
1167,15 days 03:05:00,5760.0
1168,15 days 15:09:00,14090.0
1169,43 days 08:00:00,3082.0
1170,43 days 03:10:00,1674.0
1171,14 days 04:10:00,26202.0
1172,71 days 15:20:00,124898.0
1173,42 days 21:15:00,1533.0
1174,26 days 23:30:00,1280.0
1175,111 days 02:00:00,2400.0
1176,2 days 00:45:00,3189.0
1177,71 days 21:00:00,23761.0
1178,28 days 10:30:00,49551.0
1179,31 days 11:00:00,12960.0
1180,8 days 03:30:00,14537.0
1181,7 days 21:08:00,17000.0
1182,5 days 03:30:00,6179.0
1183,10 days 18:30:00,1450.0
1184,10 days 18:30:00,1090.0
1185,10 days 18:30:00,1261.0
1186,4 days 20:00:00,8826.0
1187,7 days 09:13:00,2059.0
1188,48 days 04:00:00,1001.0
1189,48 days 03:00:00,34175.0
1190,13 days 23:00:00,4336.0
1191,3 days 05:30:00,3930.0
1192,25 days 00:00:00,4713.0
1193,48 days 05:00:00,2630.0
1194,36 days 12:00:00,1450.0
1195,10 days 10:00:00,1475.0
1196,16 days 15:00:00,1147.0
1197,11 days 07:00:00,1980.0
1198,3 days 05:13:00,4035.0
1199,12 days 03:54:00,3300.0
1200,4 days 22:02:00,1562.0
1201,2 days 17:19:00,2570.0
1202,8 days 11:59:00,2450.0
1203,9 days 04:45:00,11725.0
1204,5 days 22:15:00,4371.0
1205,6 days 01:45:00,2048.0
1206,6 days 01:45:00,2040.0
1207,6 days 08:00:00,1010.0
1208,27 days 02:30:00,60390.0
1209,74 days 21:10:00,7878.0
1210,110 days 19:21:00,2228.0
1211,8 days 21:35:00,65000.0
1212,1 days 03:45:00,2576.0
1213,4 days 05:45:00,1035.0
1214,7 days 01:15:00,1527.0
1215,0 days 02:42:00,1000.0
1216,6 days 03:49:00,1842.0
1217,3 days 04:00:00,1092.0
1218,7 days 08:40:00,1715.0
1219,5 days 02:30:00,1202.0
1220,26 days 03:17:00,1555.0
1221,8 days 06:30:00,11000.0
1222,62 days 00:44:00,1724.0
1223,4 days 23:18:00,2500.0
1224,47 days 15:11:00,15230.0
1225,47 days 15:15:00,1250.0
1226,63 days 23:44:00,4892.0
1227,67 days 08:40:00,3258.0
1228,67 days 12:10:00,1026.0
1229,8 days 04:00:00,1418.0
1230,1 days 10:30:00,1415.0
1231,3 days 23:00:00,1246.0
1232,46 days 22:04:00,18500.0
1233,5 days 20:11:00,1001.0
1234,6 days 01:30:00,7979.0
1235,6 days 01:45:00,51627.0
1236,7 days 09:45:00,10599.0
1237,36 days 06:00:00,15427.0
1238,11 days 23:50:00,9404.0
1239,43 days 03:45:00,1028.0
1240,18 days 10:00:00,1834.0
1241,1 days 06:20:00,1514.0
1242,0 days 07:10:00,10000.0
1243,0 days 10:50:00,1355.0
1244,1 days 05:50:00,2000.0
1245,23 days 01:00:00,1500.0
1246,63 days 04:00:00,28348.0
1247,58 days 22:01:00,35238.0
1248,34 days 22:00:00,2000.0
1249,110 days 01:30:00,4070.0
1250,28 days 19:46:00,22527.0
1251,0 days 16:00:00,1460.0
1252,88 days 04:50:00,8759.0
1253,110 days 20:39:00,16452.0
1254,106 days 03:19:00,7081.0
1255,5 days 05:00:00,10944.0
1256,11 days 05:00:00,56010.0
1257,45 days 18:54:00,1000.0
1258,13 days 00:57:00,5856.0
1259,64 days 22:30:00,1300.0
1260,55 days 03:59:00,1184.0
1261,8 days 03:30:00,4345.0
1262,0 days 00:36:00,1980.0
1263,6 days 01:00:00,1952.0
1264,7 days 22:30:00,2000.0
1265,7 days 03:30:00,1175.0
1266,2 days 23:30:00,2732.0
1267,112 days 13:00:00,2893.0
1268,102 days 19:00:00,8530.0
1269,74 days 15:00:00,1090.0
1270,113 days 17:55:00,74998.0
1271,89 days 18:30:00,15040.0
1272,113 days 17:30:00,149772.0
1273,102 days 23:00:00,3285.0
1274,80 days 22:00:00,4232.0
1275,80 days 00:30:00,9371.0
1276,66 days 23:00:00,2415.0
1277,61 days 02:30:00,64631.0
1278,12 days 23:00:00,7530.0
1279,12 days 00:35:00,2900.0
1280,1 days 15:05:00,1110.0
1281,62 days 14:42:00,2367.0
1282,15 days 03:30:00,31194.0
1283,24 days 04:30:00,9359.0
1284,28 days 21:30:00,2310.0
1285,9 days 07:30:00,1000.0
1286,7 days 00:00:00,2500.0
1287,7 days 19:10:00,1163.0
1288,15 days 22:25:00,1140.0
1289,11 days 04:07:00,9264.0
1290,16 days 19:55:00,61649.0
1291,9 days 19:25:00,1503.0
1292,67 days 01:05:00,48300.0
1293,61 days 23:45:00,6450.0
1294,93 days 01:30:00,11486.0
1295,84 days 00:00:00,5104.0
1296,84 days 03:00:00,1100.0
1297,84 days 22:00:00,19456.0
1298,83 days 21:00:00,16770.0
1299,73 days 02:00:00,2295.0
1300,31 days 23:45:00,1800.0
1301,32 days 23:00:00,21998.0
1302,121 days 23:20:00,145040.0
1303,118 days 00:15:00,6333.0
1304,101 days 21:00:00,5900.0
1305,84 days 01:54:00,21487.0
1306,83 days 23:02:00,1450.0
1307,82 days 03:40:00,2200.0
1308,71 days 01:20:00,13200.0
1309,68 days 00:30:00,2700.0
1310,80 days 23:00:00,6249.0
1311,121 days 09:02:00,7000.0
1312,41 days 03:00:00,14750.0
1313,62 days 16:46:00,6600.0
1314,69 days 19:30:00,4500.0
1315,45 days 07:00:00,9800.0
1316,0 days 19:00:00,1140.0
1317,4 days 07:00:00,1700.0
1318,60 days 10:00:00,5756.0
1319,22 days 01:30:00,6710.0
1320,69 days 22:14:00,63760.0
1321,6 days 04:27:00,2862.0
1322,93 days 02:06:00,26040.0
1323,92 days 23:59:00,7000.0
1324,93 days 01:45:00,1000.0
1325,93 days 02:41:00,2334.0
1326,87 days 22:50:00,5500.0
1327,82 days 05:30:00,24639.0
1328,14 days 01:09:00,3356.0
1329,83 days 05:00:00,2982.0
1330,79 days 02:00:00,5700.0
1331,144 days 08:31:00,172135.0
1332,2 days 02:45:00,3000.0
1333,5 days 07:00:00,2367.0
1334,21 days 11:30:00,6679.0
1335,0 days 02:45:00,2100.0
1336,6 days 06:20:00,4096.0
1337,9 days 04:30:00,3382.0
1338,33 days 01:00:00,5895.0
1339,33 days 17:00:00,6660.0
1340,33 days 06:00:00,11115.0
1341,40 days 20:00:00,1311.0
1342,26 days 09:00:00,2768.0
1343,45 days 05:00:00,9423.0
1344,49 days 04:00:00,3130.0
1345,131 days 22:34:00,1645.0
1346,19 days 05:00:00,2000.0
1347,47 days 04:30:00,1320.0
1348,4 days 21:30:00,5200.0
1349,11 days 08:25:00,56319.0
1350,11 days 08:30:00,32967.0
1351,9 days 08:36:00,3197.0
1352,11 days 10:12:00,4035.0
1353,3 days 01:50:00,1745.0
1354,0 days 08:30:00,1050.0
1355,30 days 18:00:00,30000.0
1356,0 days 04:59:00,1000.0
1357,13 days 08:15:00,10800.0
1358,46 days 10:03:00,75000.0
1359,39 days 15:00:00,10000.0
1360,49 days 17:00:00,17817.0
1361,49 days 18:30:00,1434.0
1362,48 days 06:00:00,3713.0
1363,42 days 02:00:00,1350.0
1364,110 days 17:00:00,23802.0
1365,95 days 11:50:00,3731.0
1366,32 days 04:00:00,5730.0
1367,22 days 02:05:00,10800.0
1368,32 days 03:42:00,83508.0
1369,41 days 04:19:00,55261.0
1370,37 days 11:10:00,11540.0
1371,36 days 04:35:00,1329.0
1372,6 days 02:00:00,1278.0
1373,2 days 01:59:00,1866.0
1374,0 days 09:00:00,3208.0
1375,22 days 21:45:00,6518.0
1376,39 days 01:04:00,16034.0
1377,12 days 05:00:00,10120.0
1378,4 days 20:00:00,45767.7
1379,1 days 07:00:00,1620.0
1380,3 days 11:00:00,1005.0
1381,8 days 00:50:00,1469.0
1382,0 days 12:15:00,1518.0
1383,0 days 00:10:00,1850.0
1384,9 days 02:00:00,2000.0
1385,31 days 00:00:00,1361.0
1386,3 days 01:43:00,2714.0
1387,36 days 00:58:00,4213.0
1388,65 days 01:53:00,3350.0
1389,13 days 20:34:00,9324.0
1390,7 days 03:43:00,3830.0
1391,39 days 03:35:00,3107.0
1392,2 days 03:59:00,1954.0
1393,5 days 04:00:00,1592.0
1394,4 days 01:17:00,7510.0
1395,0 days 21:46:00,1260.0
1396,12 days 04:00:00,24970.0
1397,33 days 23:30:00,2710.0
1398,3 days 07:47:00,1065.0
1399,34 days 17:35:00,1260.0
1400,6 days 04:05:00,1488.0
1401,83 days 03:55:00,23647.0
1402,8 days 05:45:00,41830.0
1403,3 days 00:45:00,1065.0
1404,41 days 03:50:00,1700.0
1405,97 days 09:16:00,2638.0
1406,31 days 19:00:00,1074.0
1407,8 days 00:30:00,3560.0
1408,15 days 23:42:00,16459.0
1409,8 days 08:45:00,1313.0
1410,18 days 00:01:00,14500.0
1411,58 days 16:51:00,7400.0
1412,9 days 06:15:00,2977.0
1413,12 days 06:30:00,34319.0
1414,14 days 14:00:00,1175.0
1415,6 days 20:20:00,3406.0
1416,11 days 22:15:00,1291.0
1417,78 days 20:00:00,2000.0
1418,117 days 04:00:00,2432.0
1419,31 days 01:00:00,2983.0
1420,18 days 17:00:00,2084.0
1421,14 days 04:42:00,2691.0
1422,4 days 03:25:00,1100.0
1423,0 days 02:19:00,16761.0
1424,80 days 17:15:00,55913.0
1425,45 days 02:30:00,8055.0
1426,10 days 05:38:00,4500.0
1427,53 days 02:00:00,26873.0
1428,65 days 00:30:00,2560.0
1429,14 days 11:45:00,4950.0
1430,3 days 12:28:00,1826.0
1431,9 days 07:08:00,2442.0
1432,9 days 22:00:00,1250.0
1433,0 days 00:11:00,1794.0
1434,0 days 00:02:00,8649.0
1435,59 days 19:27:00,71000.0
1436,0 days 00:39:00,9674.0
1437,28 days 02:00:00,1684.0
1438,32 days 01:00:00,2338.0
1439,0 days 21:30:00,7600.0
1440,1 days 22:30:00,5570.0
1441,9 days 00:35:00,14990.0
1442,8 days 06:15:00,11740.0
1443,94 days 22:30:00,1800.0
1444,6 days 09:05:00,6540.0
1445,70 days 04:00:00,6914.0
1446,12 days 23:29:00,2351.8
1447,17 days 23:12:00,1370.0
1448,74 days 08:00:00,6144.0
1449,98 days 18:00:00,4019.0
1450,27 days 10:04:00,4470.0
1451,0 days 01:00:00,2943.0
1452,112 days 20:54:00,1270.0
1453,15 days 22:00:00,5410.0
1454,0 days 04:34:00,1268.0
1455,4 days 06:00:00,1922.0
1456,11 days 21:30:00,3260.0
1457,154 days 18:30:00,3684.0
1458,42 days 04:00:00,23573.0
1459,60 days 03:30:00,73121.0
1460,4 days 04:00:00,2006.0
1461,11 days 05:01:00,2544.0
1462,7 days 00:20:00,2354.0
1463,12 days 20:40:00,1022.0
1464,32 days 00:40:00,3800.0
1465,32 days 03:31:00,6000.0
1466,15 days 00:30:00,1523.0
1467,2 days 01:20:00,1000.0
1468,39 days 19:40:00,5283.0
1469,35 days 18:29:00,3651.0
1470,17 days 03:00:00,12995.0
1471,76 days 07:42:00,1624.8
1472,80 days 03:42:00,4114.0
1473,82 days 08:31:00,48079.6
1474,82 days 07:05:00,2212.0
1475,80 days 03:54:00,1131.8
1476,81 days 07:06:00,10063.4
1477,46 days 06:25:00,17600.0
1478,31 days 05:00:00,42799.0
1479,3 days 06:40:00,1500.0
1480,44 days 23:15:00,8100.0
1481,51 days 18:27:00,14403.0
1482,82 days 20:25:00,16852.0
1483,80 days 22:12:00,4400.0
1484,20 days 23:35:00,1844.0
1485,28 days 00:30:00,4358.0
1486,79 days 00:02:00,16948.0
1487,40 days 19:00:00,3359.0
1488,0 days 22:15:00,1301.0
1489,17 days 01:44:00,20038.0
1490,55 days 21:00:00,30600.0
1491,10 days 01:40:00,2397.0
1492,18 days 00:30:00,5942.0
1493,6 days 10:00:00,2189.0
1494,13 days 12:00:00,2880.0
1495,15 days 08:25:00,2935.0
1496,120 days 03:59:00,1350.0
1497,4 days 01:00:00,1328.0
1498,4 days 22:42:00,6400.0
1499,86 days 16:04:00,7858.0
1500,86 days 15:20:00,4286.0
1501,5 days 01:30:00,2001.0
1502,10 days 03:15:00,4348.0
1503,34 days 07:50:00,23020.0
1504,12 days 05:27:00,4450.0
1505,13 days 04:50:00,4340.0
1506,13 days 09:02:00,21645.0
1507,16 days 22:30:00,13433.0
1508,58 days 00:15:00,5859.0
1509,10 days 08:30:00,69900.0
1510,11 days 03:00:00,2016.0
1511,38 days 03:08:00,150696.0
1512,0 days 18:00:00,2653.0
1513,92 days 23:00:00,13525.0
1514,41 days 02:20:00,5550.0
1515,4 days 03:07:00,1365.5
1516,62 days 00:37:00,2620.0
1517,34 days 22:00:00,3400.0
1518,68 days 03:00:00,14208.0
1519,106 days 23:14:00,13493.0
1520,104 days 20:01:00,17056.0
1521,120 days 23:42:00,12209.0
1522,87 days 23:17:00,4965.0
1523,56 days 02:20:00,5692.0
1524,58 days 04:00:00,24667.0
1525,62 days 01:00:00,9133.0
1526,0 days 17:00:00,2050.0
1527,6 days 01:00:00,1119.0
1528,1 days 01:30:00,2200.0
1529,7 days 04:17:00,1763.0
1530,0 days 11:30:00,2400.0
1531,3 days 18:00:00,1025.0
1532,3 days 06:00:00,38179.0
1533,44 days 19:45:00,5800.0
1534,118 days 01:52:00,499945.0
1535,12 days 23:30:00,12443.0
1536,15 days 00:50:00,4026.0
1537,33 days 15:50:00,5832.2
1538,62 days 10:32:00,54800.0
1539,89 days 21:17:00,24565.0
1540,90 days 23:00:00,14855.0
1541,9 days 23:24:00,1409.0
1542,11 days 06:35:00,2244.0
1543,110 days 13:00:00,33894.0
1544,6 days 07:30:00,2312.0
1545,5 days 06:00:00,4085.0
1546,40 days 01:29:00,137760.0
1547,8 days 01:45:00,6559.0
1548,2 days 07:29:00,5200.0
1549,1 days 04:36:00,5124.0
1550,18 days 01:03:00,37240.0
1551,1 days 00:30:00,1100.0
1552,1 days 01:54:00,1350.0
1553,43 days 05:10:00,9294.0
1554,8 days 02:50:00,1887.0
1555,41 days 00:40:00,2515.0
1556,40 days 14:37:00,4000.0
1557,7 days 09:00:00,4300.0
1558,5 days 10:00:00,1800.0
1559,15 days 01:58:00,3570.0
1560,52 days 14:30:00,5719.0
1561,37 days 18:30:00,1783.0
1562,5 days 06:11:00,1210.0
1563,67 days 20:15:00,1973.0
1564,15 days 00:00:00,1869.0
1565,99 days 18:35:00,2534.0
1566,90 days 07:30:00,9674.0
1567,92 days 01:20:00,6080.0
1568,79 days 01:30:00,1787.0
1569,10 days 12:00:00,4861.0
1570,8 days 12:00:00,10504.0
1571,51 days 17:32:00,2350.0
1572,86 days 14:00:00,1477.0
1573,119 days 03:35:00,1316.0
1574,74 days 16:25:00,2174.0
1575,57 days 06:28:00,4102.0
1576,57 days 07:01:00,1014.0
1577,77 days 00:00:00,3654.0
1578,90 days 20:46:00,37405.0
1579,90 days 20:46:00,1802.0
1580,19 days 04:00:00,4612.0
1581,25 days 06:00:00,5285.0
1582,8 days 05:25:00,63720.0
1583,20 days 03:10:00,4964.0
1584,125 days 01:01:00,21135.0
1585,84 days 01:17:00,2687.0
1586,84 days 00:31:00,1119.0
1587,81 days 00:14:00,2601.0
1588,80 days 17:05:00,3868.0
1589,79 days 21:00:00,3732.0
1590,81 days 16:58:00,12467.0
1591,81 days 23:39:00,3509.0
